"sheet","row","contentId","scope","level","artifactOwner","sourceFile","contentToRead","qualityFlags","decision","reviewerName","reviewDate","note"
"sheet-3","401","a1-20-e2","lesson-controlled","A1","a1-20","src/data/lessons-a1-module7.ts","Ar:""الفعل ثم Sie في الأمر الرسمي."" {id:""a1-20-e2 type:""fill-blank promptAr:""أكمل البادئة: template:""Biegen Sie rechts ___. acceptedAnswers:[""ab"" explanationAr:""abbiegen ينفصل في الأمر: Biegen … ab."" {id:""a1-20-e3 type:""word-ordering promptAr:""رتب التعليمة: words:[""Sie ""die erste Straße ""Nehmen"" acceptedAnswers:[""Nehmen Sie die erste Straße ""Nehmen Sie die erste Straße."" explanationAr:""الفعل ثم Sie ثم المفعول."" {id:""a","objective-not-traced","","","",""
"sheet-3","402","a1-20-e3","lesson-controlled","A1","a1-20","src/data/lessons-a1-module7.ts","egen ينفصل في الأمر: Biegen … ab."" {id:""a1-20-e3 type:""word-ordering promptAr:""رتب التعليمة: words:[""Sie ""die erste Straße ""Nehmen"" acceptedAnswers:[""Nehmen Sie die erste Straße ""Nehmen Sie die erste Straße."" explanationAr:""الفعل ثم Sie ثم المفعول."" {id:""a1-20-e4 type:""error-correction promptAr:""صحح الأمر: sentence:""Gehen geradeaus Sie. acceptedAnswers:[""Gehen Sie geradeaus ""Gehen Sie geradeaus."" explanationAr:""Sie ت","objective-not-traced","","","",""
"sheet-3","403","a1-20-e4","lesson-controlled","A1","a1-20","src/data/lessons-a1-module7.ts","ationAr:""الفعل ثم Sie ثم المفعول."" {id:""a1-20-e4 type:""error-correction promptAr:""صحح الأمر: sentence:""Gehen geradeaus Sie. acceptedAnswers:[""Gehen Sie geradeaus ""Gehen Sie geradeaus."" explanationAr:""Sie تأتي مباشرة بعد الفعل."" {id:""a1-20-e5 type:""matching promptAr:""طابق الرمز بالاتجاه: pairs:[{left:""← right:""links"" {left:""→ right:""rechts"" {left:""↑ right:""geradeaus""} explanationAr:""اربط الكلمة بصورة اتجاه ثابتة."" {id","objective-not-traced","","","",""
"sheet-3","404","a1-20-e5","lesson-controlled","A1","a1-20","src/data/lessons-a1-module7.ts","ionAr:""Sie تأتي مباشرة بعد الفعل."" {id:""a1-20-e5 type:""matching promptAr:""طابق الرمز بالاتجاه: pairs:[{left:""← right:""links"" {left:""→ right:""rechts"" {left:""↑ right:""geradeaus""} explanationAr:""اربط الكلمة بصورة اتجاه ثابتة."" {id:""a1-20-e6 type:""multiple-choice promptAr:""إلى مكتب البريد المؤنث: options:[""zum Post ""in dem Post ""zur Post ""bei Post"" correctIndex: 2,explanationAr:""die Post → zur Post."" {id:""a1-20-e7 type:""","objective-not-traced","","","",""
"sheet-3","405","a1-20-e6","lesson-controlled","A1","a1-20","src/data/case-teaching-registry.ts","Ids:[""a1-20-t2"" controlledExerciseIds:[""a1-20-e6 ""a1-20-e7"" assessmentIds:[""a1-20-m3 ""a1-20-m4""]}), contract({lessonId:""a2-04 titleDe:""Person und Sache titleAr:""من يتلقى؟ وما الشيء المنقول؟ semanticQuestionAr:""من يتلقى المساعدة أو الشيء، وما الشيء الذي يُعطى؟ roleChoicesAr:[""الشخص المتلقي ""الشيء المعطى أو المنقول ""الشخص الذي يقوم بالفعل"" governedCases:[""dative ""accusative"" formRuleAr:""المتلقي يأتي في Dativ، والشيء مع","objective-not-traced","","","",""
"sheet-3","406","a1-20-e7","lesson-controlled","A1","a1-20","src/data/case-teaching-registry.ts","-t2"" controlledExerciseIds:[""a1-20-e6 ""a1-20-e7"" assessmentIds:[""a1-20-m3 ""a1-20-m4""]}), contract({lessonId:""a2-04 titleDe:""Person und Sache titleAr:""من يتلقى؟ وما الشيء المنقول؟ semanticQuestionAr:""من يتلقى المساعدة أو الشيء، وما الشيء الذي يُعطى؟ roleChoicesAr:[""الشخص المتلقي ""الشيء المعطى أو المنقول ""الشخص الذي يقوم بالفعل"" governedCases:[""dative ""accusative"" formRuleAr:""المتلقي يأتي في Dativ، والشيء مع geben في A","objective-not-traced","","","",""
"sheet-3","407","a1-20-lq1","lesson-listening","A1","a1-20-lq1","src/data/lessons-a1-module7.ts","طريق بصوتك قبل الإجابة. questions:[{id:""a1-20-lq1 promptDe:""An welcher Ampel biegt sie ab? promptAr:""عند أي إشارة تنعطف؟ options:[""An der ersten ""An der zweiten ""An der dritten ""An keiner"" correctIndex:1,explanationAr:""عند الإشارة الثانية."" {id:""a1-20-lq2 promptDe:""Was kommt vor der Bibliothek? promptAr:""ما المعلم الذي تمر به قبل المكتبة؟ options:[""Ein Bahnhof ""Eine Apotheke ""Ein Hotel ""Ein Museum"" correctIndex: 3,ex","","","","",""
"sheet-3","408","a1-20-lq2","lesson-listening","A1","a1-20-lq2","src/data/lessons-a1-module7.ts","planationAr:""عند الإشارة الثانية."" {id:""a1-20-lq2 promptDe:""Was kommt vor der Bibliothek? promptAr:""ما المعلم الذي تمر به قبل المكتبة؟ options:[""Ein Bahnhof ""Eine Apotheke ""Ein Hotel ""Ein Museum"" correctIndex: 3,explanationAr:""تمر بالمتحف."" {id:""a1-20-lq3 promptDe:""Wie lange dauert der Weg? promptAr:""كم يستغرق الطريق؟ options:[""Zehn Minuten ""Fünf Minuten ""Acht Minuten ""Zwanzig Minuten"" correctIndex: 0,explanationAr:""","","","","",""
"sheet-3","409","a1-20-lq3","lesson-listening","A1","a1-20-lq3","src/data/lessons-a1-module7.ts","ex: 3,explanationAr:""تمر بالمتحف."" {id:""a1-20-lq3 promptDe:""Wie lange dauert der Weg? promptAr:""كم يستغرق الطريق؟ options:[""Zehn Minuten ""Fünf Minuten ""Acht Minuten ""Zwanzig Minuten"" correctIndex: 0,explanationAr:""نحو عشر دقائق سيرًا.""}] pronunciation:{titleAr:""المجموعة chts في rechts focus:""[çts] explanationAr:""تنتهي rechts بمجموعة أصوات كثيفة [çts]. انطق re ثم صوت ich الخفيف ثم ts. لا تضف حركة بعد الكلمة. items:[{d","","","","",""
"sheet-3","410","a1-20-m1","lesson-mini-test","A1","a1-20","src/data/lessons-a1-module7.ts","otel → dem Hotel.""} miniTest:[{id:""a1-20-m1 promptDe:""Formeller Imperativ promptAr:""اختر: options:[""Sie gehen geradeaus! ""Gehen Sie geradeaus. ""Gehst Sie. ""Gehen gerade Sie."" correctIndex: 1,explanationAr:""الفعل ثم Sie."" {id:""a1-20-m2 promptDe:""abbiegen promptAr:""اختر: options:[""Ab Sie biegen links. ""Sie abbiegen links. ""Biegen Sie links ab. ""Biegt Sie ab links."" correctIndex: 2,explanationAr:""Biegen Sie … ab."" {id:""","objective-not-traced","","","",""
"sheet-3","411","a1-20-m2","lesson-mini-test","A1","a1-20","src/data/lessons-a1-module7.ts","x: 1,explanationAr:""الفعل ثم Sie."" {id:""a1-20-m2 promptDe:""abbiegen promptAr:""اختر: options:[""Ab Sie biegen links. ""Sie abbiegen links. ""Biegen Sie links ab. ""Biegt Sie ab links."" correctIndex: 2,explanationAr:""Biegen Sie … ab."" {id:""a1-20-m3 promptDe:""die Post promptAr:""إلى البريد: options:[""zum Post ""zur Post ""zu dem Post ""in der Post gehen"" correctIndex:1,explanationAr:""zur Post."" {id:""a1-20-m4 promptDe:""gegenüber","objective-not-traced","","","",""
"sheet-3","412","a1-20-m3","lesson-mini-test","A1","a1-20","src/data/case-teaching-registry.ts",":[""a1-20-e6 ""a1-20-e7"" assessmentIds:[""a1-20-m3 ""a1-20-m4""]}), contract({lessonId:""a2-04 titleDe:""Person und Sache titleAr:""من يتلقى؟ وما الشيء المنقول؟ semanticQuestionAr:""من يتلقى المساعدة أو الشيء، وما الشيء الذي يُعطى؟ roleChoicesAr:[""الشخص المتلقي ""الشيء المعطى أو المنقول ""الشخص الذي يقوم بالفعل"" governedCases:[""dative ""accusative"" formRuleAr:""المتلقي يأتي في Dativ، والشيء مع geben في Akkusativ؛ حدّد الدورين قبل","objective-not-traced","","","",""
"sheet-3","413","a1-20-m4","lesson-mini-test","A1","a1-20","src/data/case-teaching-registry.ts","""a1-20-e7"" assessmentIds:[""a1-20-m3 ""a1-20-m4""]}), contract({lessonId:""a2-04 titleDe:""Person und Sache titleAr:""من يتلقى؟ وما الشيء المنقول؟ semanticQuestionAr:""من يتلقى المساعدة أو الشيء، وما الشيء الذي يُعطى؟ roleChoicesAr:[""الشخص المتلقي ""الشيء المعطى أو المنقول ""الشخص الذي يقوم بالفعل"" governedCases:[""dative ""accusative"" formRuleAr:""المتلقي يأتي في Dativ، والشيء مع geben في Akkusativ؛ حدّد الدورين قبل mir/dir/Ihn","objective-not-traced","","","",""
